﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
 ID,PARAM,Date,Value,SYM
08KA004,1,1952/10/01,708,E
08KA004,1,1952/10/02,609,E
08KA004,1,1952/10/03,524,E
08KA004,1,1952/10/04,467,E
08KA004,1,1952/10/05,425,E
08KA004,1,1952/10/06,391,E
08KA004,1,1952/10/07,362,E
08KA004,1,1952/10/08,345,E
08KA004,1,1952/10/09,326,E
08KA004,1,1952/10/10,311,E
08KA004,1,1952/10/11,294,E
08KA004,1,1952/10/12,283,E
08KA004,1,1952/10/13,275,E
08KA004,1,1952/10/14,266,E
08KA004,1,1952/10/15,261,E
08KA004,1,1952/10/16,261,E
08KA004,1,1952/10/17,280,E
08KA004,1,1952/10/18,297,E
08KA004,1,1952/10/19,278,E
08KA004,1,1952/10/20,262,E
08KA004,1,1952/10/21,249,
08KA004,1,1952/10/22,245,
08KA004,1,1952/10/23,240,
08KA004,1,1952/10/24,239,
08KA004,1,1952/10/25,283,
08KA004,1,1952/10/26,289,
08KA004,1,1952/10/27,292,
08KA004,1,1952/10/28,270,
08KA004,1,1952/10/29,276,
08KA004,1,1952/10/30,239,
08KA004,1,1952/10/31,239,
08KA004,1,1952/11/01,253,
08KA004,1,1952/11/02,238,
08KA004,1,1952/11/03,232,
08KA004,1,1952/11/04,239,
08KA004,1,1952/11/05,249,E
08KA004,1,1952/11/06,261,
08KA004,1,1952/11/07,245,
08KA004,1,1952/11/08,220,
08KA004,1,1952/11/09,205,
08KA004,1,1952/11/10,195,
08KA004,1,1952/11/11,183,
08KA004,1,1952/11/12,177,B
08KA004,1,1952/11/13,176,B
08KA004,1,1952/11/14,170,B
08KA004,1,1952/11/15,166,B
08KA004,1,1952/11/16,161,B
08KA004,1,1952/11/17,157,B
08KA004,1,1952/11/18,153,B
08KA004,1,1952/11/19,149,B
08KA004,1,1952/11/20,144,B
08KA004,1,1952/11/21,139,B
08KA004,1,1952/11/22,135,B
08KA004,1,1952/11/23,129,B
08KA004,1,1952/11/24,122,B
08KA004,1,1952/11/25,115,B
08KA004,1,1952/11/26,106,B
08KA004,1,1952/11/27,96.3,B
08KA004,1,1952/11/28,87.8,B
08KA004,1,1952/11/29,79.3,B
08KA004,1,1952/11/30,70.8,B
08KA004,1,1952/12/01,,
08KA004,1,1952/12/02,,
08KA004,1,1952/12/03,,
08KA004,1,1952/12/04,,
08KA004,1,1952/12/05,,
08KA004,1,1952/12/06,,
08KA004,1,1952/12/07,,
08KA004,1,1952/12/08,,
08KA004,1,1952/12/09,,
08KA004,1,1952/12/10,,
08KA004,1,1952/12/11,,
08KA004,1,1952/12/12,,
08KA004,1,1952/12/13,,
08KA004,1,1952/12/14,,
08KA004,1,1952/12/15,,
08KA004,1,1952/12/16,,
08KA004,1,1952/12/17,,
08KA004,1,1952/12/18,,
08KA004,1,1952/12/19,,
08KA004,1,1952/12/20,,
08KA004,1,1952/12/21,,
08KA004,1,1952/12/22,,
08KA004,1,1952/12/23,,
08KA004,1,1952/12/24,,
08KA004,1,1952/12/25,,
08KA004,1,1952/12/26,,
08KA004,1,1952/12/27,,
08KA004,1,1952/12/28,,
08KA004,1,1952/12/29,,
08KA004,1,1952/12/30,,
08KA004,1,1952/12/31,,
08KA004,1,1953/01/01,,
08KA004,1,1953/01/02,,
08KA004,1,1953/01/03,,
08KA004,1,1953/01/04,,
08KA004,1,1953/01/05,,
08KA004,1,1953/01/06,,
08KA004,1,1953/01/07,,
08KA004,1,1953/01/08,,
08KA004,1,1953/01/09,,
08KA004,1,1953/01/10,,
08KA004,1,1953/01/11,,
08KA004,1,1953/01/12,,
08KA004,1,1953/01/13,,
08KA004,1,1953/01/14,,
08KA004,1,1953/01/15,,
08KA004,1,1953/01/16,,
08KA004,1,1953/01/17,,
08KA004,1,1953/01/18,,
08KA004,1,1953/01/19,,
08KA004,1,1953/01/20,,
08KA004,1,1953/01/21,,
08KA004,1,1953/01/22,,
08KA004,1,1953/01/23,,
08KA004,1,1953/01/24,,
08KA004,1,1953/01/25,,
08KA004,1,1953/01/26,,
08KA004,1,1953/01/27,,
08KA004,1,1953/01/28,,
08KA004,1,1953/01/29,,
08KA004,1,1953/01/30,,
08KA004,1,1953/01/31,,
08KA004,1,1953/02/01,,
08KA004,1,1953/02/02,,
08KA004,1,1953/02/03,,
08KA004,1,1953/02/04,,
08KA004,1,1953/02/05,,
08KA004,1,1953/02/06,,
08KA004,1,1953/02/07,,
08KA004,1,1953/02/08,,
08KA004,1,1953/02/09,,
08KA004,1,1953/02/10,,
08KA004,1,1953/02/11,,
08KA004,1,1953/02/12,,
08KA004,1,1953/02/13,,
08KA004,1,1953/02/14,,
08KA004,1,1953/02/15,,
08KA004,1,1953/02/16,,
08KA004,1,1953/02/17,,
08KA004,1,1953/02/18,,
08KA004,1,1953/02/19,,
08KA004,1,1953/02/20,,
08KA004,1,1953/02/21,,
08KA004,1,1953/02/22,,
08KA004,1,1953/02/23,,
08KA004,1,1953/02/24,,
08KA004,1,1953/02/25,,
08KA004,1,1953/02/26,,
08KA004,1,1953/02/27,,
08KA004,1,1953/02/28,,
08KA004,1,1953/03/01,72.2,B
08KA004,1,1953/03/02,72.2,B
08KA004,1,1953/03/03,72.2,B
08KA004,1,1953/03/04,72.2,B
08KA004,1,1953/03/05,72.2,B
08KA004,1,1953/03/06,72.2,B
08KA004,1,1953/03/07,72.2,B
08KA004,1,1953/03/08,72.2,B
08KA004,1,1953/03/09,72.2,B
08KA004,1,1953/03/10,72.2,B
08KA004,1,1953/03/11,73.6,B
08KA004,1,1953/03/12,73.6,B
08KA004,1,1953/03/13,73.6,B
08KA004,1,1953/03/14,75.0,B
08KA004,1,1953/03/15,75.0,B
08KA004,1,1953/03/16,75.0,B
08KA004,1,1953/03/17,75.0,B
08KA004,1,1953/03/18,75.0,B
08KA004,1,1953/03/19,75.0,B
08KA004,1,1953/03/20,75.0,B
08KA004,1,1953/03/21,75.0,B
08KA004,1,1953/03/22,75.0,B
08KA004,1,1953/03/23,75.0,B
08KA004,1,1953/03/24,75.0,B
08KA004,1,1953/03/25,75.0,B
08KA004,1,1953/03/26,75.0,B
08KA004,1,1953/03/27,75.9,B
08KA004,1,1953/03/28,77.9,B
08KA004,1,1953/03/29,80.7,B
08KA004,1,1953/03/30,83.8,B
08KA004,1,1953/03/31,89.2,B
08KA004,1,1953/04/01,94.9,B
08KA004,1,1953/04/02,103,B
08KA004,1,1953/04/03,110,B
08KA004,1,1953/04/04,120,B
08KA004,1,1953/04/05,132,B
08KA004,1,1953/04/06,144,B
08KA004,1,1953/04/07,159,B
08KA004,1,1953/04/08,174,B
08KA004,1,1953/04/09,185,B
08KA004,1,1953/04/10,198,B
08KA004,1,1953/04/11,201,B
08KA004,1,1953/04/12,205,B
08KA004,1,1953/04/13,207,B
08KA004,1,1953/04/14,208,B
08KA004,1,1953/04/15,210,B
08KA004,1,1953/04/16,211,B
08KA004,1,1953/04/17,212,B
08KA004,1,1953/04/18,214,B
08KA004,1,1953/04/19,215,B
08KA004,1,1953/04/20,221,B
08KA004,1,1953/04/21,227,B
08KA004,1,1953/04/22,235,B
08KA004,1,1953/04/23,244,B
08KA004,1,1953/04/24,256,B
08KA004,1,1953/04/25,272,B
08KA004,1,1953/04/26,297,B
08KA004,1,1953/04/27,326,
08KA004,1,1953/04/28,405,
08KA004,1,1953/04/29,481,E
08KA004,1,1953/04/30,555,
08KA004,1,1953/05/01,541,
08KA004,1,1953/05/02,462,
08KA004,1,1953/05/03,442,E
08KA004,1,1953/05/04,453,
08KA004,1,1953/05/05,498,
08KA004,1,1953/05/06,580,E
08KA004,1,1953/05/07,736,E
08KA004,1,1953/05/08,1120,
08KA004,1,1953/05/09,1270,
08KA004,1,1953/05/10,906,E
08KA004,1,1953/05/11,756,
08KA004,1,1953/05/12,748,
08KA004,1,1953/05/13,765,E
08KA004,1,1953/05/14,818,
08KA004,1,1953/05/15,1090,E
08KA004,1,1953/05/16,1260,E
08KA004,1,1953/05/17,1330,E
08KA004,1,1953/05/18,1330,
08KA004,1,1953/05/19,1350,
08KA004,1,1953/05/20,1560,
08KA004,1,1953/05/21,1600,
08KA004,1,1953/05/22,1500,
08KA004,1,1953/05/23,1240,
08KA004,1,1953/05/24,1030,E
08KA004,1,1953/05/25,983,
08KA004,1,1953/05/26,951,
08KA004,1,1953/05/27,957,E
08KA004,1,1953/05/28,997,
08KA004,1,1953/05/29,1130,E
08KA004,1,1953/05/30,1250,
08KA004,1,1953/05/31,1250,E
08KA004,1,1953/06/01,1250,
08KA004,1,1953/06/02,1190,E
08KA004,1,1953/06/03,1190,
08KA004,1,1953/06/04,1190,
08KA004,1,1953/06/05,1260,
08KA004,1,1953/06/06,1310,E
08KA004,1,1953/06/07,1350,E
08KA004,1,1953/06/08,1390,
08KA004,1,1953/06/09,1470,
08KA004,1,1953/06/10,1510,
08KA004,1,1953/06/11,1530,
08KA004,1,1953/06/12,1510,
08KA004,1,1953/06/13,1460,
08KA004,1,1953/06/14,1420,E
08KA004,1,1953/06/15,1390,
08KA004,1,1953/06/16,1380,
08KA004,1,1953/06/17,1080,
08KA004,1,1953/06/18,1010,
08KA004,1,1953/06/19,966,
08KA004,1,1953/06/20,750,
08KA004,1,1953/06/21,716,E
08KA004,1,1953/06/22,711,
08KA004,1,1953/06/23,711,E
08KA004,1,1953/06/24,711,
08KA004,1,1953/06/25,714,E
08KA004,1,1953/06/26,719,
08KA004,1,1953/06/27,784,
08KA004,1,1953/06/28,835,E
08KA004,1,1953/06/29,886,
08KA004,1,1953/06/30,889,
08KA004,1,1953/07/01,850,E
08KA004,1,1953/07/02,1040,
08KA004,1,1953/07/03,1070,E
08KA004,1,1953/07/04,1040,
08KA004,1,1953/07/05,929,E
08KA004,1,1953/07/06,872,
08KA004,1,1953/07/07,793,
08KA004,1,1953/07/08,779,E
08KA004,1,1953/07/09,824,
08KA004,1,1953/07/10,886,
08KA004,1,1953/07/11,900,
08KA004,1,1953/07/12,915,E
08KA004,1,1953/07/13,929,
08KA004,1,1953/07/14,963,E
08KA004,1,1953/07/15,1110,
08KA004,1,1953/07/16,1120,
08KA004,1,1953/07/17,1090,E
08KA004,1,1953/07/18,940,
08KA004,1,1953/07/19,892,E
08KA004,1,1953/07/20,855,E
08KA004,1,1953/07/21,818,
08KA004,1,1953/07/22,799,E
08KA004,1,1953/07/23,779,E
08KA004,1,1953/07/24,770,E
08KA004,1,1953/07/25,742,
08KA004,1,1953/07/26,668,E
08KA004,1,1953/07/27,614,
08KA004,1,1953/07/28,637,
08KA004,1,1953/07/29,640,
08KA004,1,1953/07/30,617,E
08KA004,1,1953/07/31,592,
08KA004,1,1953/08/01,623,E
08KA004,1,1953/08/02,657,
08KA004,1,1953/08/03,623,E
08KA004,1,1953/08/04,600,
08KA004,1,1953/08/05,575,E
08KA004,1,1953/08/06,566,
08KA004,1,1953/08/07,586,
08KA004,1,1953/08/08,609,E
08KA004,1,1953/08/09,626,
08KA004,1,1953/08/10,617,E
08KA004,1,1953/08/11,600,
08KA004,1,1953/08/12,580,E
08KA004,1,1953/08/13,561,
08KA004,1,1953/08/14,544,
08KA004,1,1953/08/15,510,E
08KA004,1,1953/08/16,479,
08KA004,1,1953/08/17,510,E
08KA004,1,1953/08/18,532,
08KA004,1,1953/08/19,541,E
08KA004,1,1953/08/20,549,
08KA004,1,1953/08/21,564,E
08KA004,1,1953/08/22,578,
08KA004,1,1953/08/23,558,E
08KA004,1,1953/08/24,532,
08KA004,1,1953/08/25,538,E
08KA004,1,1953/08/26,552,
08KA004,1,1953/08/27,589,
08KA004,1,1953/08/28,544,
08KA004,1,1953/08/29,515,
08KA004,1,1953/08/30,651,E
08KA004,1,1953/08/31,821,
08KA004,1,1953/09/01,1080,
08KA004,1,1953/09/02,1000,
08KA004,1,1953/09/03,793,E
08KA004,1,1953/09/04,665,E
08KA004,1,1953/09/05,583,
08KA004,1,1953/09/06,564,E
08KA004,1,1953/09/07,544,E
08KA004,1,1953/09/08,535,
08KA004,1,1953/09/09,510,E
08KA004,1,1953/09/10,487,
08KA004,1,1953/09/11,464,E
08KA004,1,1953/09/12,442,
08KA004,1,1953/09/13,428,
08KA004,1,1953/09/14,459,E
08KA004,1,1953/09/15,521,
08KA004,1,1953/09/16,507,E
08KA004,1,1953/09/17,453,E
08KA004,1,1953/09/18,396,E
08KA004,1,1953/09/19,456,E
08KA004,1,1953/09/20,507,
08KA004,1,1953/09/21,566,E
08KA004,1,1953/09/22,501,
08KA004,1,1953/09/23,430,E
08KA004,1,1953/09/24,379,E
08KA004,1,1953/09/25,328,
08KA004,1,1953/09/26,326,E
08KA004,1,1953/09/27,323,
08KA004,1,1953/09/28,362,E
08KA004,1,1953/09/29,411,
08KA004,1,1953/09/30,609,
08KA004,1,1953/10/01,377,
08KA004,1,1953/10/02,354,
08KA004,1,1953/10/03,348,
08KA004,1,1953/10/04,340,
08KA004,1,1953/10/05,328,E
08KA004,1,1953/10/06,314,
08KA004,1,1953/10/07,317,E
08KA004,1,1953/10/08,323,
08KA004,1,1953/10/09,323,E
08KA004,1,1953/10/10,326,
08KA004,1,1953/10/11,377,E
08KA004,1,1953/10/12,428,E
08KA004,1,1953/10/13,479,
08KA004,1,1953/10/14,456,E
08KA004,1,1953/10/15,433,
08KA004,1,1953/10/16,430,E
08KA004,1,1953/10/17,430,
08KA004,1,1953/10/18,371,
08KA004,1,1953/10/19,362,
08KA004,1,1953/10/20,362,E
08KA004,1,1953/10/21,360,
08KA004,1,1953/10/22,345,E
08KA004,1,1953/10/23,331,
08KA004,1,1953/10/24,328,E
08KA004,1,1953/10/25,326,E
08KA004,1,1953/10/26,323,
08KA004,1,1953/10/27,396,
08KA004,1,1953/10/28,484,
08KA004,1,1953/10/29,538,
08KA004,1,1953/10/30,527,E
08KA004,1,1953/10/31,518,E
08KA004,1,1953/11/01,510,
08KA004,1,1953/11/02,476,E
08KA004,1,1953/11/03,442,
08KA004,1,1953/11/04,422,
08KA004,1,1953/11/05,411,
08KA004,1,1953/11/06,405,
08KA004,1,1953/11/07,385,E
08KA004,1,1953/11/08,365,
08KA004,1,1953/11/09,368,E
08KA004,1,1953/11/10,374,
08KA004,1,1953/11/11,385,
08KA004,1,1953/11/12,374,E
08KA004,1,1953/11/13,362,
08KA004,1,1953/11/14,351,E
08KA004,1,1953/11/15,340,
08KA004,1,1953/11/16,334,E
08KA004,1,1953/11/17,331,
08KA004,1,1953/11/18,314,
08KA004,1,1953/11/19,294,E
08KA004,1,1953/11/20,274,
08KA004,1,1953/11/21,262,
08KA004,1,1953/11/22,264,E
08KA004,1,1953/11/23,265,
08KA004,1,1953/11/24,253,
08KA004,1,1953/11/25,250,E
08KA004,1,1953/11/26,246,
08KA004,1,1953/11/27,234,
08KA004,1,1953/11/28,234,E
08KA004,1,1953/11/29,234,
08KA004,1,1953/11/30,222,
08KA004,1,1953/12/01,231,
08KA004,1,1953/12/02,240,
08KA004,1,1953/12/03,230,E
08KA004,1,1953/12/04,219,
08KA004,1,1953/12/05,215,E
08KA004,1,1953/12/06,212,
08KA004,1,1953/12/07,203,
08KA004,1,1953/12/08,186,E
08KA004,1,1953/12/09,170,
08KA004,1,1953/12/10,180,E
08KA004,1,1953/12/11,189,
08KA004,1,1953/12/12,189,E
08KA004,1,1953/12/13,188,
08KA004,1,1953/12/14,182,
08KA004,1,1953/12/15,177,B
08KA004,1,1953/12/16,173,B
08KA004,1,1953/12/17,170,B
08KA004,1,1953/12/18,166,B
08KA004,1,1953/12/19,161,B
08KA004,1,1953/12/20,157,B
08KA004,1,1953/12/21,153,B
08KA004,1,1953/12/22,151,B
08KA004,1,1953/12/23,147,B
08KA004,1,1953/12/24,144,B
08KA004,1,1953/12/25,140,B
08KA004,1,1953/12/26,137,B
08KA004,1,1953/12/27,135,B
08KA004,1,1953/12/28,132,B
08KA004,1,1953/12/29,129,B
08KA004,1,1953/12/30,127,B
08KA004,1,1953/12/31,124,B
08KA004,1,1954/01/01,121,B
08KA004,1,1954/01/02,119,B
08KA004,1,1954/01/03,117,B
08KA004,1,1954/01/04,115,B
08KA004,1,1954/01/05,112,B
08KA004,1,1954/01/06,110,B
08KA004,1,1954/01/07,108,B
08KA004,1,1954/01/08,106,B
08KA004,1,1954/01/09,105,B
08KA004,1,1954/01/10,103,B
08KA004,1,1954/01/11,101,B
08KA004,1,1954/01/12,99.1,B
08KA004,1,1954/01/13,97.1,B
08KA004,1,1954/01/14,95.7,B
08KA004,1,1954/01/15,94.0,B
08KA004,1,1954/01/16,92.9,B
08KA004,1,1954/01/17,92.0,B
08KA004,1,1954/01/18,91.2,B
08KA004,1,1954/01/19,90.6,B
08KA004,1,1954/01/20,89.5,B
08KA004,1,1954/01/21,87.8,B
08KA004,1,1954/01/22,87.2,B
08KA004,1,1954/01/23,86.1,B
08KA004,1,1954/01/24,85.0,B
08KA004,1,1954/01/25,83.5,B
08KA004,1,1954/01/26,82.4,B
08KA004,1,1954/01/27,81.8,B
08KA004,1,1954/01/28,80.7,B
08KA004,1,1954/01/29,79.9,B
08KA004,1,1954/01/30,79.3,B
08KA004,1,1954/01/31,79.0,B
08KA004,1,1954/02/01,79.3,B
08KA004,1,1954/02/02,80.1,B
08KA004,1,1954/02/03,81.3,B
08KA004,1,1954/02/04,82.1,B
08KA004,1,1954/02/05,84.4,B
08KA004,1,1954/02/06,87.2,B
08KA004,1,1954/02/07,89.2,B
08KA004,1,1954/02/08,92.0,B
08KA004,1,1954/02/09,94.9,B
08KA004,1,1954/02/10,99.1,B
08KA004,1,1954/02/11,103,B
08KA004,1,1954/02/12,107,B
08KA004,1,1954/02/13,112,B
08KA004,1,1954/02/14,116,B
08KA004,1,1954/02/15,119,B
08KA004,1,1954/02/16,123,B
08KA004,1,1954/02/17,127,B
08KA004,1,1954/02/18,129,B
08KA004,1,1954/02/19,132,B
08KA004,1,1954/02/20,133,B
08KA004,1,1954/02/21,135,B
08KA004,1,1954/02/22,135,B
08KA004,1,1954/02/23,136,B
08KA004,1,1954/02/24,136,B
08KA004,1,1954/02/25,136,B
08KA004,1,1954/02/26,136,B
08KA004,1,1954/02/27,136,B
08KA004,1,1954/02/28,136,B
08KA004,1,1954/03/01,133,B
08KA004,1,1954/03/02,132,B
08KA004,1,1954/03/03,129,B
08KA004,1,1954/03/04,127,B
08KA004,1,1954/03/05,124,B
08KA004,1,1954/03/06,122,B
08KA004,1,1954/03/07,119,B
08KA004,1,1954/03/08,116,B
08KA004,1,1954/03/09,113,B
08KA004,1,1954/03/10,110,B
08KA004,1,1954/03/11,108,B
08KA004,1,1954/03/12,105,B
08KA004,1,1954/03/13,102,B
08KA004,1,1954/03/14,99.7,B
08KA004,1,1954/03/15,97.7,B
08KA004,1,1954/03/16,95.7,B
08KA004,1,1954/03/17,93.4,B
08KA004,1,1954/03/18,92.9,B
08KA004,1,1954/03/19,85.0,B
08KA004,1,1954/03/20,82.1,B
08KA004,1,1954/03/21,79.3,B
08KA004,1,1954/03/22,79.3,B
08KA004,1,1954/03/23,76.5,B
08KA004,1,1954/03/24,73.6,B
08KA004,1,1954/03/25,73.6,B
08KA004,1,1954/03/26,70.8,B
08KA004,1,1954/03/27,68.0,B
08KA004,1,1954/03/28,68.0,B
08KA004,1,1954/03/29,68.0,B
08KA004,1,1954/03/30,65.1,B
08KA004,1,1954/03/31,65.1,B
08KA004,1,1954/04/01,68.0,B
08KA004,1,1954/04/02,68.0,B
08KA004,1,1954/04/03,65.1,B
08KA004,1,1954/04/04,65.1,B
08KA004,1,1954/04/05,68.0,B
08KA004,1,1954/04/06,70.8,B
